CATEGORY,RUN_ACCESSION,STATUS,FASTQ_MD5_LIST,FASTQ_URL_LIST
10000_RANDOM_1MB,ERR12125130,ACTIVE,"[""6e83573c3e0e45c818b3ef09e7c465ce"",""83de630bd46b6a8d357660611fe232b4""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/030/ERR12125130/ERR12125130_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/030/ERR12125130/ERR12125130_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12125162,ACTIVE,"[""abde6a3a0f300468ac5151be92e1d88e"",""903843ed68b88bca432bd1f2b4800495""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/062/ERR12125162/ERR12125162_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/062/ERR12125162/ERR12125162_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12125163,ACTIVE,"[""1f7e0d165c0b8087e3329bbe448fac86"",""97d749e88ca320ce55f929ae588f3757""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/063/ERR12125163/ERR12125163_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/063/ERR12125163/ERR12125163_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12125168,ACTIVE,"[""05b4baf2358212d052c887b1b8fbb33a"",""fe856370826cec55e66b42a24616744b""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/068/ERR12125168/ERR12125168_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/068/ERR12125168/ERR12125168_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12125174,ACTIVE,"[""66ba17e2eaf3fa9eec45dceb944bfcad"",""6018449ecdbfb0e0561da9af4712c98d""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/074/ERR12125174/ERR12125174_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/074/ERR12125174/ERR12125174_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12125297,ACTIVE,"[""c76351ce54e36649904cb5e1a717c3d1"",""7759c6ee0744aa7e64abe6dcd05473c2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/097/ERR12125297/ERR12125297_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/097/ERR12125297/ERR12125297_2.fastq.gz""]"
10000_RANDOM_1MB,ERR1212861,ACTIVE,"[""8b33b6dcc560c799c333eeb9b2420cbc"",""d29a7782d9ad774eb01e85ad6bd984d1""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1212861/ERR1212861_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1212861/ERR1212861_2.fastq.gz""]"
10000_RANDOM_1MB,ERR1213013,ACTIVE,"[""c8d2f92f3ed234371dbf50e0469318da"",""def948644077c5790bf39ccc1447b954""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1213013/ERR1213013_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1213013/ERR1213013_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12137423,ACTIVE,"[""14f4f749914cf58fd0e235122b2d0299"",""f094f9bf32625909e73d4a2727694d9b""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/023/ERR12137423/ERR12137423_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/023/ERR12137423/ERR12137423_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12137434,ACTIVE,"[""5efe26dc841054ae8ef3cd145a6ad429"",""4431cc84537899be9577de4d62cc88aa""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/034/ERR12137434/ERR12137434_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/034/ERR12137434/ERR12137434_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12137662,ACTIVE,"[""a18a6b6c6521ca356b18166522f72c27"",""f52a4e4dc69b2ba4319f12cb86258a0d""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/062/ERR12137662/ERR12137662_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/062/ERR12137662/ERR12137662_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12137677,ACTIVE,"[""92b0b615a9ad27605bd3f0028c26d932"",""7750e723d483bac7fc9ccb34a3d1c154""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/077/ERR12137677/ERR12137677_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/077/ERR12137677/ERR12137677_2.fastq.gz""]"
10000_RANDOM_1MB,ERR1213951,ACTIVE,"[""7fce193686351aaf87fd59e8069044c2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1213951/ERR1213951.fastq.gz""]"
10000_RANDOM_1MB,ERR12140566,ACTIVE,"[""ffd927f18ed81fd8379f19415531f120"",""4a23ae00f0f50468b63aadf16379ea2c""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/066/ERR12140566/ERR12140566_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/066/ERR12140566/ERR12140566_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12142246,ACTIVE,"[""49d514e28efbf50472ecccd0cfa654da""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/046/ERR12142246/ERR12142246.fastq.gz""]"
10000_RANDOM_1MB,ERR12143647,ACTIVE,"[""210243dec99947002b82b0041751872c""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/047/ERR12143647/ERR12143647.fastq.gz""]"
10000_RANDOM_1MB,ERR12145539,ACTIVE,"[""ff79c7bd398b49741a52d6ef2a205fb6""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/039/ERR12145539/ERR12145539.fastq.gz""]"
10000_RANDOM_1MB,ERR12145540,ACTIVE,"[""cff3bf4175f53e31cc9496ad4e44acf2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/040/ERR12145540/ERR12145540.fastq.gz""]"
10000_RANDOM_1MB,ERR12148705,ACTIVE,"[""e4fe5182b45a82f32141c270ba98bb76"",""d33f20e3107c0e81a35a4bedd250b9a3""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR12148705/ERR12148705_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR12148705/ERR12148705_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12155605,ACTIVE,"[""69ad717241d107733a8ed627f9e5fbd5"",""92c9f492e1d4caf6dc2d8eaf2e1c97f7""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR12155605/ERR12155605_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR12155605/ERR12155605_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12162062,ACTIVE,"[""26602bb26b6b244d95a3fff9f24ecac9""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/062/ERR12162062/ERR12162062.fastq.gz""]"
10000_RANDOM_1MB,ERR12162064,ACTIVE,"[""2bc4749ff191101da5da1a4015915551""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/064/ERR12162064/ERR12162064.fastq.gz""]"
10000_RANDOM_1MB,ERR12162071,ACTIVE,"[""50b79a58b1b17f52df05c5ae3c692d91""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/071/ERR12162071/ERR12162071.fastq.gz""]"
10000_RANDOM_1MB,ERR12167833,ACTIVE,"[""eff0dea9fc6065db0d4f316079d09ac7"",""a81e2604ea6435146d606604f9190a4f""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/033/ERR12167833/ERR12167833_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/033/ERR12167833/ERR12167833_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12167955,ACTIVE,"[""4082bc79665ed3dce89b409439d7ac45"",""5d54c60e9acfeef06b02f446af957dba""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/055/ERR12167955/ERR12167955_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/055/ERR12167955/ERR12167955_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12167961,ACTIVE,"[""ecdb95dcf8f56ce6252be281a76c594c"",""83d71d3b403c9b602c43b78128861343""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/061/ERR12167961/ERR12167961_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/061/ERR12167961/ERR12167961_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12168051,ACTIVE,"[""287d4b0cb850502e1f33b05dc24efc0a"",""68bb52e1f6eaf995b4c7c4439f7bd31b""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/051/ERR12168051/ERR12168051_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/051/ERR12168051/ERR12168051_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12168054,ACTIVE,"[""30e8ff81d22e95d20c5b5597a8bbfc48"",""dbd872063938436167b9e600239c5ed5""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/054/ERR12168054/ERR12168054_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/054/ERR12168054/ERR12168054_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12168230,ACTIVE,"[""983bc839f939026a5b7817df7bc7c301"",""36cdc4b005208d69da7199476c7e5e57""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/030/ERR12168230/ERR12168230_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/030/ERR12168230/ERR12168230_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12168269,ACTIVE,"[""5213630f7f5b25f375c0a56dba2ecb80"",""f07fd4f04046037dc90723981a08d519""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/069/ERR12168269/ERR12168269_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/069/ERR12168269/ERR12168269_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12168318,ACTIVE,"[""82b12b10b0cfa83d4ffd9419e65e60e9"",""cd1cbdc24997aa4b019848c3c7c9f075""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/018/ERR12168318/ERR12168318_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/018/ERR12168318/ERR12168318_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12169071,ACTIVE,"[""3a446b37bc5df31a57a5eac4b00e4d46"",""b54263782138ac27946157199adf3c98""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/071/ERR12169071/ERR12169071_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/071/ERR12169071/ERR12169071_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12178461,ACTIVE,"[""3d834b2f950dd5c39310b77fea9037b2"",""912392cbe238ffc145f2c21a0c42ba02""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/061/ERR12178461/ERR12178461_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/061/ERR12178461/ERR12178461_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12188206,ACTIVE,"[""f8e54dffe825060f282b5fa70957c6b7""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR12188206/ERR12188206.fastq.gz""]"
10000_RANDOM_1MB,ERR12188269,ACTIVE,"[""a3af7f8803b420f29c01f2ea9095cd56""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/069/ERR12188269/ERR12188269.fastq.gz""]"
10000_RANDOM_1MB,ERR12188399,ACTIVE,"[""508a002ad7c05b97d0e834ea8708dd39""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/099/ERR12188399/ERR12188399.fastq.gz""]"
10000_RANDOM_1MB,ERR12188873,ACTIVE,"[""8625cbaa80bd7944ddc188f6561a20ba""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/073/ERR12188873/ERR12188873.fastq.gz""]"
10000_RANDOM_1MB,ERR12188923,ACTIVE,"[""4357bb9628eb7fb3b93bb3a3c5d830ba""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/023/ERR12188923/ERR12188923.fastq.gz""]"
10000_RANDOM_1MB,ERR12189075,ACTIVE,"[""c4f6364d6ceeb08393d55515e8e10028""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/075/ERR12189075/ERR12189075.fastq.gz""]"
10000_RANDOM_1MB,ERR12189275,ACTIVE,"[""3f8d36d074da92b34bb64afd917fe72e""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/075/ERR12189275/ERR12189275.fastq.gz""]"
10000_RANDOM_1MB,ERR12191177,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12191630,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12194373,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12194915,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12197535,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12200999,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12201870,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12203305,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12205554,ACTIVE,"[""d032d3d5828e03c55275d6ae55b339d7""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/054/ERR12205554/ERR12205554.fastq.gz""]"
10000_RANDOM_1MB,ERR12205564,ACTIVE,"[""e0999d6625b09ed08b7fb62bbcb206c0""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/064/ERR12205564/ERR12205564.fastq.gz""]"
10000_RANDOM_1MB,ERR12205574,ACTIVE,"[""9e7f36c142308491dca7a66c639a51c3""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/074/ERR12205574/ERR12205574.fastq.gz""]"
10000_RANDOM_1MB,ERR12205596,ACTIVE,"[""bad604ab9142bed12596f32cb1977876""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/096/ERR12205596/ERR12205596.fastq.gz""]"
10000_RANDOM_1MB,ERR12205599,ACTIVE,"[""486306ac598d03cde719bc7fc80c390c""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/099/ERR12205599/ERR12205599.fastq.gz""]"
10000_RANDOM_1MB,ERR12205606,ACTIVE,"[""936d8af1e68b7e4e6698022713666ce0""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR12205606/ERR12205606.fastq.gz""]"
10000_RANDOM_1MB,ERR12205790,ACTIVE,"[""80c3978fccc5bbd64bb21fe6605f1ca1""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/090/ERR12205790/ERR12205790.fastq.gz""]"
10000_RANDOM_1MB,ERR12206365,ACTIVE,"[""70881a25338243717684deb146adfe7a""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/065/ERR12206365/ERR12206365.fastq.gz""]"
10000_RANDOM_1MB,ERR12206554,ACTIVE,"[""921f9de10a3b9628cd88fd96f91d7254""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/054/ERR12206554/ERR12206554.fastq.gz""]"
10000_RANDOM_1MB,ERR12206586,ACTIVE,"[""7503eaf6c18bec0efef59392c4a8b026""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/086/ERR12206586/ERR12206586.fastq.gz""]"
10000_RANDOM_1MB,ERR12209214,ACTIVE,"[""ddeb9c3b08cb116029936ebace41a664"",""bb3bfad642124c390840496bc44e7ae3""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/014/ERR12209214/ERR12209214_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/014/ERR12209214/ERR12209214_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12209273,ACTIVE,"[""889518f41f09bb588a0529764d8e2631"",""ea9ccc05d19142c4ed1a0a0b980ef19e""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/073/ERR12209273/ERR12209273_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/073/ERR12209273/ERR12209273_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12209293,ACTIVE,"[""d6e61ad93d6cfba88d1f0c8b0e02be03"",""7a365e10246dc7d207736304945f4893""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/093/ERR12209293/ERR12209293_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/093/ERR12209293/ERR12209293_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12209502,ACTIVE,"[""a893cdd0da5413c4eacf72e515d361d5"",""b2bc09b74ed3ba955e2744d50167e96b""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR12209502/ERR12209502_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR12209502/ERR12209502_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12213394,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12213980,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR1224661,ACTIVE,"[""73351ccb58fffb70fce51fd3ccb321f7""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1224661/ERR1224661.fastq.gz""]"
10000_RANDOM_1MB,ERR1224673,ACTIVE,"[""73a15d2929a85a6f6d4a24fc5cc3c9e7""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1224673/ERR1224673.fastq.gz""]"
10000_RANDOM_1MB,ERR1224875,ACTIVE,"[""955cab1d9d600d51b1f1efb40008d760""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1224875/ERR1224875.fastq.gz""]"
10000_RANDOM_1MB,ERR12252835,ACTIVE,"[""877a324c6412e8169ea2b07ea97ed540"",""9a0ff6633d0088a7a0d2c1648b50bf6c""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/035/ERR12252835/ERR12252835_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/035/ERR12252835/ERR12252835_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12256781,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR12259372,ACTIVE,"[""19219c8f6553f1958245f2db8b76f2ae"",""537ff0bb8c8d0d131452349900aece79""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/072/ERR12259372/ERR12259372_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/072/ERR12259372/ERR12259372_2.fastq.gz""]"
10000_RANDOM_1MB,ERR1225987,ACTIVE,"[""935efecb795922a57c66ab6b6291ea54""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1225987/ERR1225987.fastq.gz""]"
10000_RANDOM_1MB,ERR12261561,ACTIVE,"[""6004f8e98020abcd3e4cfa80b2f4ba22"",""9632697fd281185836d5a07b71c1e339""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/061/ERR12261561/ERR12261561_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/061/ERR12261561/ERR12261561_2.fastq.gz""]"
10000_RANDOM_1MB,ERR1226236,ACTIVE,"[""6d2eee1bafc73cc944647a94b247c4c4""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1226236/ERR1226236.fastq.gz""]"
10000_RANDOM_1MB,ERR1226253,ACTIVE,"[""bee3d1e20ba4359dc6586e4687513de9""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1226253/ERR1226253.fastq.gz""]"
10000_RANDOM_1MB,ERR1226281,ACTIVE,"[""a9dc35e1b50df996ca78875d234db034""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226281/ERR1226281.fastq.gz""]"
10000_RANDOM_1MB,ERR1226321,ACTIVE,"[""84790ffb8cc3a2c0495286976806b795""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1226321/ERR1226321.fastq.gz""]"
10000_RANDOM_1MB,ERR1226360,ACTIVE,"[""88446067a05198a23139c612555ed812""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1226360/ERR1226360.fastq.gz""]"
10000_RANDOM_1MB,ERR12264268,ACTIVE,"[""00b7179433dce4397aebb03f860ee0a7"",""27334100e19649ab176eefddc7d24c5a""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/068/ERR12264268/ERR12264268_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/068/ERR12264268/ERR12264268_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12264277,ACTIVE,"[""719b9ff5b767c213b679f17b6aa93b4b"",""112a6ee250d7a80b0db8d75afdc519a2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/077/ERR12264277/ERR12264277_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/077/ERR12264277/ERR12264277_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12264294,ACTIVE,"[""2f73a0bdf957c9b3207d84be254d764f"",""baba2ef6facbb1978575fe606cf261be""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/094/ERR12264294/ERR12264294_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/094/ERR12264294/ERR12264294_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12264301,ACTIVE,"[""3d73f98282b447bc2392fc97ca40aa56"",""84373866e07189faa1fb221cadfff2c4""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR12264301/ERR12264301_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR12264301/ERR12264301_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12264303,ACTIVE,"[""c258549b59bb6c8de2f5d35200589d21"",""abeb1f28ea3f71e1940b322e82b3b769""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR12264303/ERR12264303_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR12264303/ERR12264303_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12264326,ACTIVE,"[""b0b4ddd2e7a55a36bd9e90c6dad6bc75"",""e0361f92a4aa8d1d42c2e227887a9b11""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/026/ERR12264326/ERR12264326_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/026/ERR12264326/ERR12264326_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12264895,ACTIVE,"[""2ecccaf543c98a53a0ba6113b559d420""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/095/ERR12264895/ERR12264895.fastq.gz""]"
10000_RANDOM_1MB,ERR12266553,ACTIVE,"[""87013ff712698658f6f8d60a63e01169""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/053/ERR12266553/ERR12266553.fastq.gz""]"
10000_RANDOM_1MB,ERR12266617,ACTIVE,"[""f9bc1b73d2e5515775b6b49f1f0fa220""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/017/ERR12266617/ERR12266617.fastq.gz""]"
10000_RANDOM_1MB,ERR12267238,ACTIVE,"[""0f478a8a96d3e138d36958e217bc3c01""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/038/ERR12267238/ERR12267238.fastq.gz""]"
10000_RANDOM_1MB,ERR12267714,ACTIVE,"[""01f73a3cf74f1c01ae3661aabf299f5a""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/014/ERR12267714/ERR12267714.fastq.gz""]"
10000_RANDOM_1MB,ERR12267728,ACTIVE,"[""1ff6c7a38ea4ffce0af99aa5e54aa638""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/028/ERR12267728/ERR12267728.fastq.gz""]"
10000_RANDOM_1MB,ERR12305310,ACTIVE,"[""9786e039e568a5e00ce5f8730102d78b"",""18f3dc1f0d511404dd9bf5ff87ede51d""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/010/ERR12305310/ERR12305310_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/010/ERR12305310/ERR12305310_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12305525,ACTIVE,"[""e32b975d6f802ecb53397df86b5ac127"",""08a7f64bf30d1341706d85a9a11c4cda""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/025/ERR12305525/ERR12305525_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/025/ERR12305525/ERR12305525_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12305592,ACTIVE,"[""ff44d356baa47aad8213169ca6a675e5"",""a7e053305d46b05c5e49ea8747d1b968""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/092/ERR12305592/ERR12305592_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/092/ERR12305592/ERR12305592_2.fastq.gz""]"
10000_RANDOM_1MB,ERR1230648,ACTIVE,"[""efb68df918500240235c7e91b5f01fb8"",""fcabe19e1ec4fe554e78aa47b2a67df0""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1230648/ERR1230648_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1230648/ERR1230648_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12306595,ACTIVE,"[""5b51c5c5927e2d58eb73968c684b4293"",""c9797e4260af9b7e5ff8b580adf9bfda""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/095/ERR12306595/ERR12306595_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/095/ERR12306595/ERR12306595_2.fastq.gz""]"
10000_RANDOM_1MB,ERR1230676,ACTIVE,"[""bf8beb419a21e224ead991205e0e2b4c"",""e0caf958dcc1f08906f28b8eaf330a2d""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1230676/ERR1230676_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1230676/ERR1230676_2.fastq.gz""]"
10000_RANDOM_1MB,ERR12309391,ACTIVE,"[""6bbc4da5150e6c55a0d160b6cae053b2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/091/ERR12309391/ERR12309391.fastq.gz""]"
10000_RANDOM_1MB,ERR12309428,ACTIVE,"[""f99cc2221ec66c516fc42e4496ee838e""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/028/ERR12309428/ERR12309428.fastq.gz""]"
10000_RANDOM_1MB,ERR12309627,ACTIVE,"[""ede3c723525f79d840788a06fb1bb25b""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/027/ERR12309627/ERR12309627.fastq.gz""]"
10000_RANDOM_1MB,ERR12309673,ACTIVE,"[""f38b1c3a893bf7c3916bd3cb378f3751""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/073/ERR12309673/ERR12309673.fastq.gz""]"
